id,title,key
252,SEPT9基因与恶性肿瘤关系的研究进展,恶性肿瘤 研究 相关 关系 肿瘤 重要 诊断 细胞分裂 发展 基因
253,乳腺癌患者MVD VEGF与Ki-67淋巴结转移的相关性分析,相关性 表达 转移 淋巴结 组织 分析 乳腺 临床 特征 病理学
254,微血管减压术中岩下静脉处理方法分析,静脉 出血 减压 微血管 处理 分析 三叉神经痛 手术 方法 是否
255,上肢运动锻炼对妊娠期糖尿患者的应用效果,糖尿病 指数 锻炼 运动 实施 对照组 上肢 观察 患者 体重
256,小儿阑尾穿孔术后炎性肠梗阻临床分析,治疗 炎性 肠梗阻 使用 穿孔 阑尾 小儿 常规 分析 中药
257,咪达唑仑滴鼻与酮咯酸氨丁三醇超前镇痛对减少小儿麻醉苏醒期躁动的影响,患儿 镇痛 躁动 比较 超前 酸氨丁三醇 观察 对照组 滴鼻 小儿
258,弥散张量成像评估脑卒中运动功能预后的研究进展,功能 运动 预测 研究 评估 技术 应用 治疗 患者 神经功能
259,2015-2016年福建省一、二类乙肝疫苗安全性比较,报告 反应 数据 差异 硬结 预防接种 发生率 收集 发热 公众
260,2012-2014年内蒙古学生营养改善地区学生营养状况,学生 营养 改善 趋势 地区 降低 肥胖率 营养不良 增高 营养状况
261,某医院体检人群糖尿病预测模型研究,预测 模型 糖尿病 随机 森林 体检 回归 曲线 人群 胆固醇
262,国家大剧院1月演出大揭秘,新年伊始 合奏 京剧 独奏 独唱 合唱 想到 交响乐 国家 联唱
263,火线传真,火箭 进攻 球队 火力 火箭队 打出 早已 凶猛 最高 事实上
264,一路向南,扩军 举办 重要 常规赛 球馆 打造 计划 扩张 适逢 信息
265,手部护理在糖尿病患者指尖血糖检测中的应用,检测 护理 手部 血糖 患者 指尖 成功率 进行 采血 对照组
266,心电图P波变化在新生儿PICC导管尖端定位中的应用,导管 新生儿 观察 尖端 心电图 变化 对照组 定位 判断 辅助
267,认知行为干预及自我管理对预防维持性血液透析患者跌倒的影响,患者 干预 跌倒 对照组 血液 透析 维持性 生活 自我管理 质量
268,高血压患者护理干预后血压的控制率及影响因素调查分析,高血压 患者 血压 护理 干预 病史 糖尿病 进行 调查 分析
269,投稿须知,投稿 护士 封面 官方网站 邮箱 照片 专用 注册 接受 方式
270,《海上劳工》主人公的生存困境与自我实现,困境 方式 实现 雨果 生存 主人公 信仰 死亡 劳工 体现
271,语文课堂读写结合的有效性学习策略,语文课程 改革 充分考虑 语文 评价 语言文字 能力 学生 过程 有效性
272,论传统隐喻修辞观的现代困境,隐喻 观念 研究 修辞 共存 理解 存在 现状 障碍 使用
273,翻译美学视角下的《黄帝内经》对偶句英译研究,审美 信息 再现 翻译 理论 研究 美学 对偶句 黄帝内经 达到
274,2017龚古尔奖揭晓,小说 描绘 日程 揭晓 法语 文坛 奖项 写道 书评 作品
275,综合护理干预联合手指操对轻度老年痴呆患者认知及日常生活能力的影响,干预 护理 患者 手指 综合 轻度 联合 观察 认知 能力
276,快速康复理念在输尿管软镜治疗上尿路结石围手术期护理中的应用,护理 对照组 软镜 理念 输尿管 快速 观察 患者 结石 治疗
277,三方协同干预模式在手术室安全管理中的应用研究,手术 实施 模式 核查 手术室 干预 协同 执行 患者 管理
278,1例椎体爆裂性骨折合并重度烧伤患者的抢救与护理体会,患者 治疗 合并 烧伤 火灾 重度 高处 骨折 坠落 护理
279,2018年当代护士杂志社学术会议安排,专业 职业 护理 杂志社 护士 培训 学术 魅力 信仰 程度
280,一条丝路古道上的汉唐故事,汉唐 故事 穿越 库车 沙漠 古道 姑墨 来到 丝绸之路 也许
281,《魏书》和《宋书》“比”字句南北差异研究,差异 时期 语言 地域 比较 较好 采用 用例 更多 比例
282,真与爱的人性空间：重读冰心散文,散文 冰心 得以 空间 人性 领悟 真谛 人生 心灵 富有
283,中学古典诗文中的禅悟与美育,诗文 学生 文化 诗词 出发 生命 成长 角度 教学 中学
284,书标在图书馆管理中的用途与维护,图书馆 管理 重要 作用 具有 用途 发展 维护 书标 能够
285,回家去,纪念品 已经 小两口 蜜月 婚礼 跟着 计划 足足 出游 旅游团
286,文化心理学视域下林黛玉的人格特征塑造,人格 心理学 文化 女性 人格理论 隐含 入手 主角 本土 采用
287,“一带一路”背景下地方高校应用型翻译人才培养路径,应用型 翻译 丝绸之路 关系 合作 高校 人才 地方 区域间 双边
288,《教育漫话》对当代教育的启示,教育 思想 绅士 漫话 本质 尝试 借鉴 诉求 时代 运用
289,一种特殊近义词的辨析,近义词 特殊 相同 读音 出身 滑稽 渡过 相近 度过 考察
290,底座与高度,大树 高度 树根 能力 成功 向上 前提 深入 地基 扎入
291,冯娜的诗（组诗）,草垛 时间 干燥 金色 男孩 男人 气味 旋涡 遇见 收获
292,3种鸭鹅病毒性疫病防控及安全用药技术,生产 水禽 具有 鸭鹅 防控 发展 属于 用药 技术 疫病
293,诗人的羽毛,羽毛 创作 工艺 获得 分色镜 世纪 头顶 专门 拥有 继承人
294,新疆某三级甲等精神病专科医院护理不良事件现状分析与应对措施,事件 不良 护理 发生 精神科 重点 措施 管理 分析 应对
295,延伸护理在高血压脑出血出院患者中的应用,患者 护理 出院 延伸 指数 对照组 脑出血 高血压 功能 提高
296,护理干预在喉癌术后患者生活质量中的应用,患者 护理 生活 质量 干预 明显 喉癌 发生 对照组 并发症
297,品管圈活动在降低手术压疮发生率中的运用,手术 压疮 活动 降低 患者 观察 发生率 能力 品管圈 提高
298,蜜大黄外敷神阙穴对重症患者便秘的护理干预,便秘 患者 治疗 对照组 外敷 重症 评分 观察 干预 明显
299,风口上的新能源汽车,新能源 再次 汽车产业 拉升 股票 小幅 调头 向下 新闻 一直
300,基于STC89C52自动浇花与雨水收集系统的设计与实现,实现 利用 功能 雨水 系统 收集 检测 水位 处理 自动
301,厂修机车车轴利旧加工成工程作业车车轴可行性分析,车轴 工程 作业 利旧 加工 分析 计算 电力机车 可行性 韶山型
302,"ams推出三刺激传感器AS7264N,可精确测量蓝光波长",传感器 照明 传感 光谱 推出 匹配 传输 解决方案 半导体 刺激
303,“语文主题学习”实验要及时“转型升级”,实验 学习 语文 目标 转型 主题 教学 升级 研究 转变
304,数学老师的文学课,优秀 魔力 无法 遵循 走向 应该 一直 老师 相信 道路
305,丰富的中篇小说花园-以2017年《中篇小说选刊》福建作家专号为例,中篇小说 少女 在于 老师 女孩 作家 暂时 母鹅 差异性 选刊
306,黄石王寿牌子锣红喜事纪实,牌子 喜事 记录 完整 旨在 客观 纪实 方式 运用 从始至终
307,"衰弱,潜伏在老年人身边的“杀手”",觉得 衰弱 喜欢 不好 报告 降压药 老张 浑身 变差 专门
308,在母亲面前示弱,母亲 说不定 不由 回家 说完 钥匙 低着头 遗忘 收音机 颠倒
309,FeSiCr/SiO2软磁复合材料的制备及磁性能研究,包覆 进行 复合材料 材料 制备 品质因数 损耗 研究 表面 功率
310,防水涂料的现状与发展趋势,防水涂料 工程 涂料 性能 防水 建筑 功能 不断 材料 发展
311,系统聚类分析矿突水水源判别中应用及仿真,判别 水源 突水 系统 聚类分析 有效 模型 仿真 矿突 表明
312,路桥工程施工技术方案的重要性探析,施工 交通 起到 重要性 探析 时间 桥梁 公路 提高 水平
313,我国铁路调度指挥系统综述,铁路 调度 指挥系统 系统 发展 实现 介绍 飞跃 指标 依然
314,矿山机电设备维修中故障诊断技术的运用研究,矿山 开采 机电设备 环境 矿产 作业 研究 故障诊断 故障 设备
315,变电一次设备故障预测及检修,设备 变电 故障 变电站 预测 检修 提高 影响 效率 方法
316,新形势下高职机械类专业教学工作实效性提升,专业 发展 教学 机械类 高职 机械 人才 工作 技术 提升
317,基于大数据技术的交通工程质量安全监管,监管 工程质量 交通 数据 进行 技术 问题 研究 能够 建立
318,基于诱导性多能干细胞技术的动物模型应用研究,干细胞 诱导性 技术 小鼠 研究 大鼠 方法 应用 动物模型 发展
319,配管流程错误导致产品质量问题的分析,配管 工作 过程 导致 问题 环节 分析 总结 流程 失败
320,盾构机始发平移技术,盾构 工作 技术 平移 能够 区间 车站 始发 保证 流程
321,小寒大寒敛阴护阳 吃出冬日一抹红妆,气血 阳气 小寒 光泽 收藏 人体 寒气 趋向于 消散 当令
322,长冻疮怎么办？,皮肤 冻疮 结节 部位 暴露 手脚 异常 越来越 有好 天气
323,现代性的自我确证及其难题——黑格尔的现代性观念,现代性 确证 意义 哲学 现实性 变革 试图 宗教 民主 时代
324,技术合同的立法论,合同 义务 技术 抗辩权 服务 技术咨询 履行 真正 合理 委托人
325,人性之善：以“道法自然”为思想依据的人性论统合,发展 传统 哲学 问题 人性 具有 完善 现实 统合 创新
326,超级电容器大电流充放电温度场和安全性分析,电容器 温度 电流 核心 时间 充放电 充电电流 有限元 区域 结构
327,女性视角中的生命风景——读李江的水墨人物画,女性 生命 意识 水墨 自信 人物 情感 温热 意境 绘画
328,秦对“徒隶”的管理--以里耶秦简等简牍为中心,徒隶 管理 进行 作徒 劳作 分析 简牍 中心 生活 体现
329,我国入境旅游消费结构变动及其对国民消费的拉动作用,消费 旅游 入境 国民 国民经济 增长 总体 弹性系数 消费结构 拉动
330,基于大数据的零售企业绩效评价体系构建,企业 零售 数据 经营 经济 活动 需要 背景 研究 评价
331,互联网金融发展对社会融资规模和结构的影响,社会 融资 发展 规模 结构 互联网 金融 影响 利用 滞后性
332,小宝回家,夜色 风狂雨骤 回家
333,2017年中东局势“剪不断，理还乱”,地区 战争 格局 局势 政治 地缘 变化 形势 国家 反恐
334,美国海军斯特西姆号驱逐舰进行实弹演习,驱逐舰 进行 实弹演习 海军
335,《国际安全研究》2018 年选题策划研讨会举行,选题 研究 策划 研讨会 国际 举行
336,奥斯卡得主理查德·泰勒与广州学生面对面,理查德 特效 电影 名校 工作室 执信 世界 中学 著名 来自
337,我的追梦之路,美食 生命 艺术 旅游 商务 成为 已经 留下来 选择 精髓
338,重走长征路,屋子里 同学 红星 领导 点亮 革命 期待 来到 旅程 发源地
339,成长中的感动,母亲 声音 传来 特别 显得 准备 成长 关门 叛逆 感动
340,风和雨,用处 干渴 人们 大雨 很大 死去 干燥 地方 下雨 赶走
341,Submission,
342,俄罗斯257M“芍药”203毫米自行火炮,芍药 自行火炮
343,海军故实——北洋海军的军乐队,部队 礼仪 海军 大量 儿童 制度 军事 引进 故实 投入
344,舰载机夜间起降训练,起降 训练
345,运-20是改装支援飞机的理想平台吗？,平台 电子 飞机 支援 改装 理想 运输机 侦察机 优秀 普遍认为
